filename,category,timestamp,year,method,html_size_kb,extracted_chars,output_file
CG_20220605032207_VURPZOP3IQAB.html,CG,20220605032207,2022,AW_article_wrapper,855.4892578125,43267,CG_20220605032207_VURPZOP3IQAB.md
CG_20220612003909_OVMP5A7CWVTZ.html,CG,20220612003909,2022,AW_article_wrapper,857.3583984375,43267,CG_20220612003909_OVMP5A7CWVTZ.md
CG_20220617035001_4VDVX5DBA2P5.html,CG,20220617035001,2022,AW_article_wrapper,857.7607421875,43267,CG_20220617035001_4VDVX5DBA2P5.md
CG_20220630131502_3VHJ24OYSH4N.html,CG,20220630131502,2022,AW_article_wrapper,861.7509765625,43267,CG_20220630131502_3VHJ24OYSH4N.md
CG_20220701035543_SMGAMMD63KCV.html,CG,20220701035543,2022,AW_article_wrapper,861.8583984375,43267,CG_20220701035543_SMGAMMD63KCV.md
CG_20220705030423_GJXKFVEPAX7S.html,CG,20220705030423,2022,AW_article_wrapper,861.8583984375,43267,CG_20220705030423_GJXKFVEPAX7S.md
CG_20220711074836_YNRXMOCDGERK.html,CG,20220711074836,2022,AW_article_wrapper,862.3330078125,43267,CG_20220711074836_YNRXMOCDGERK.md
CG_20220716100150_QMSEU7SDXB35.html,CG,20220716100150,2022,AW_article_wrapper,862.9892578125,43267,CG_20220716100150_QMSEU7SDXB35.md
CG_20220728201636_VQJNH5BMXZYQ.html,CG,20220728201636,2022,AW_article_wrapper,862.513671875,43267,CG_20220728201636_VQJNH5BMXZYQ.md
CG_20220801170728_VOE5I2AHJX7Y.html,CG,20220801170728,2022,AW_article_wrapper,871.6025390625,43267,CG_20220801170728_VOE5I2AHJX7Y.md
CG_20220808135527_QVYSE4MAMNJY.html,CG,20220808135527,2022,AW_article_wrapper,871.6025390625,43267,CG_20220808135527_QVYSE4MAMNJY.md
CG_20220816184016_QWDYXRFCILLS.html,CG,20220816184016,2022,AW_article_wrapper,871.6025390625,43267,CG_20220816184016_QWDYXRFCILLS.md
CG_20220823180503_64ATA2LNK6KN.html,CG,20220823180503,2022,AW_article_wrapper,871.6025390625,43267,CG_20220823180503_64ATA2LNK6KN.md
CG_20220831172945_NNUKDNZZJLZP.html,CG,20220831172945,2022,AW_article_wrapper,878.36328125,43267,CG_20220831172945_NNUKDNZZJLZP.md
CG_20220901001012_ATAWUAGGO4AO.html,CG,20220901001012,2022,AW_article_wrapper,878.3212890625,43267,CG_20220901001012_ATAWUAGGO4AO.md
CG_20220915121936_A6E52L5OPTG3.html,CG,20220915121936,2022,AW_article_wrapper,889.5361328125,43267,CG_20220915121936_A6E52L5OPTG3.md
CG_20220921235203_CGV6HHFXG37I.html,CG,20220921235203,2022,AW_article_wrapper,889.494140625,43267,CG_20220921235203_CGV6HHFXG37I.md
CG_20220926103348_ZZRNVLVVM4IM.html,CG,20220926103348,2022,AW_article_wrapper,893.5654296875,43267,CG_20220926103348_ZZRNVLVVM4IM.md
CG_20220930080312_5HRB2DKBL3MB.html,CG,20220930080312,2022,AW_article_wrapper,900.5,43267,CG_20220930080312_5HRB2DKBL3MB.md
CG_20221001010317_7M5OURJZ74SW.html,CG,20221001010317,2022,AW_article_wrapper,900.5,43267,CG_20221001010317_7M5OURJZ74SW.md
CG_20221012172627_W4FZIPB4CURY.html,CG,20221012172627,2022,AW_article_wrapper,915.64453125,43267,CG_20221012172627_W4FZIPB4CURY.md
