timestamp,original,category,reason
20240603183002,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20240715191031,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20240907060046,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20241122233758,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20241125061109,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20241226171214,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250313233430,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250415145326,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250430202959,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250501174811,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250514030647,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250522112635,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250524173652,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250602191925,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250624223815,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250701161408,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250805081240,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250821180629,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250831143104,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250911212407,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250919033014,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250919233056,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20250924105227,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20251116214738,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20251231200924,https://www.tiktok.com/community-guidelines/en/accounts-features,CG_sub,failed: HTTPError
20230523024035,https://www.tiktok.com/community-guidelines/en/accounts-features/,CG_sub,failed: HTTPError
20231111225016,https://www.tiktok.com/community-guidelines/en/accounts-features/,CG_sub,failed: HTTPError
20231116035305,http://www.tiktok.com/community-guidelines/en/accounts-features/,CG_sub,failed: HTTPError
20231118235918,https://www.tiktok.com/community-guidelines/en/accounts-features/,CG_sub,failed: HTTPError
20240218101652,https://www.tiktok.com/community-guidelines/en/accounts-features/,CG_sub,failed: HTTPError
20230624231545,https://www.tiktok.com/community-guidelines/en/accounts-features/?cgversion=2023,CG_sub,failed: HTTPError
20240225115142,https://www.tiktok.com/community-guidelines/en/accounts-features/?cgversion=2023,CG_sub,failed: HTTPError
20240116232930,https://www.tiktok.com/community-guidelines/en/accounts-features/?cgversion=2023&enter_method=left_navigation,CG_sub,failed: HTTPError
20240225123142,https://www.tiktok.com/community-guidelines/en/accounts-features/?cgversion=2023&enter_method=left_navigation,CG_sub,failed: HTTPError
20230507235735,https://www.tiktok.com/community-guidelines/en/accounts-features/?enter_method=left_navigation,CG_sub,failed: HTTPError
